ID,Original Entity Name,Type,Original_Files
450,Basilica di Sant'Antonino,E53 Place,gio-English_table.csv
451,Basilica di Sant'Antonio,E53 Place,gio-English_table.csv
452,Basilica di Santa Maria Maggiore,E53 Place,gio-English_table.csv
453,Basilica of Saint Francis,E53 Place,gio-English_table.csv
454,Basilica of Saint Paul Outside the Walls,E53 Place,gio-English_table.csv
455,Basilica of Saint Sabina,E53 Place,gio-English_table.csv
456,Basilica of Saints John and Paul on the Caelian Hill,E53 Place,gio-English_table.csv
457,Basilica of San Clemente,E53 Place,gio-English_table.csv
458,Basilica of San Giovanni dei Fiorentini,E53 Place,gio-English_table.csv
459,Basilica of San Lorenzo,E53 Place,gio-English_table.csv
460,Basilica of San Vitale,E53 Place,gio-English_table.csv
461,Basilica of Sant'Andrea,E53 Place,gio-English_table.csv
462,Basilica of Santa Cecilia in Bologna,E53 Place,gio-English_table.csv
463,Basilica of Santa Croce,E53 Place,gio-English_table.csv
464,Basilica of Santa Maria Novella,E53 Place,gio-English_table.csv
465,Basilica of the Holy Trinity,E53 Place,gio-English_table.csv
466,Basilicas,E53 Place,gio-English_table.csv
467,"Bassanino, Virgilio",E21 Person,B_refined.csv
468,"Bassano, Jacopo",E21 Person,B_refined.csv
469,"Bassi, Francesco (il Cremonese)",E53 Place,B_refined.csv
470,Bathsheba,E21 Person,name-English_table.csv
471,Batlisheba Bathing,E22 Man-Made Object,work-English_table.csv
472,"Batoni, Pompeo",E21 Person,B_refined.csv
473,Battaria di Cusina,E22 Man-Made Object,work-English_table.csv
474,Battistela,E53 Place,gio-English_table.csv
475,Bavarian State Painting Collections,E53 Place,gio-English_table.csv
476,Beata Vergine del Soccorso (Rovigo),E53 Place,gio-English_table.csv
477,Beatae Mariae Virginis Officium,E22 Man-Made Object,work-English_table.csv
478,"Beccari, Dr",E21 Person,B_refined.csv
479,"Bedford, John, 4th Duke of",E21 Person,B_refined.csv
480,Beggar holding a Rosary,E22 Man-Made Object,work-English_table.csv
481,Bell Towers for St. Peter's Basilica (demolished),E22 Man-Made Object,work-English_table.csv
482,"Bellori, Gian Pietro",E21 Person,B_refined.csv
483,"Bellucci, Giovanni Battista",E21 Person,B_refined.csv
484,Belvoir Castle,E53 Place,gio-English_table.csv
485,"Bencovich, Federico",E21 Person,B_refined.csv
486,Benedetto Castiglione,E21 Person,name-English_table.csv
487,Benedetto Croce,E21 Person,name-English_table.csv
488,Benedetto Gennari,E21 Person,G_refined.csv; name-English_table.csv
489,Benedetto Luti,E21 Person,L_refined.csv; name-English_table.csv
490,Benedetto Menzini,E21 Person,M_refined.csv; name-English_table.csv
491,Benedict Nicolson,E21 Person,N_refined.csv; name-English_table.csv
492,Benedictines,E74 Group,B_refined.csv; gio-English_table.csv
493,Benjamin Seebohm Rowntree,E21 Person,name-English_table.csv
494,Beno?t Audran the Elder,E21 Person,name-English_table.csv
495,Bensburg Castle,E53 Place,gio-English_table.csv
496,"Bentivoglio, Ippotilo",E21 Person,B_refined.csv
497,Bentvueghels,E53 Place,gio-English_table.csv
498,Benvenuto Cellini,E21 Person,C_refined.csv; name-English_table.csv
499,Beretta,E53 Place,gio-English_table.csv
500,Bergamasque community,E53 Place,gio-English_table.csv
501,Bergamo Cathedral,E53 Place,gio-English_table.csv
502,Berlinghiero Gessi,E21 Person,name-English_table.csv
503,"Bermis, Cardinal de",E21 Person,B_refined.csv
504,Bernard Aikema,E21 Person,name-English_table.csv
505,Bernard Le Bovier de Fontenelle,E21 Person,name-English_table.csv
506,Bernard Picart,E21 Person,P_refined.csv; name-English_table.csv
507,Bernardine Baccinelli,E21 Person,B_refined.csv
508,Bernardino Castelli,E21 Person,name-English_table.csv
509,Bernardino Feliciangeli,E21 Person,name-English_table.csv
510,Bernardino Gagliardi,E21 Person,G_refined.csv; name-English_table.csv
511,Bernardino Mei,E21 Person,M_refined.csv; name-English_table.csv
512,Bernardo Bellotto,E21 Person,B_refined.csv; name-English_table.csv
513,Bernardo Bizoni,E21 Person,B_refined.csv; name-English_table.csv
514,Bernardo Cavallino,E21 Person,C_refined.csv; name-English_table.csv
515,Bernardo Sansone Sgrilli,E21 Person,name-English_table.csv
516,Bernardo Strozzi,E21 Person,S_refined.csv; name-English_table.csv
517,Bernardo de' Dominici,E21 Person,name-English_table.csv
518,Bernhard Rode,E21 Person,Q-R_refined.csv; name-English_table.csv
519,"Berreguete, Pedro",E21 Person,B_refined.csv
520,"Berrettini, Pietro (Pietro da Cortona)",E21 Person,B_refined.csv
521,"Bianconi, G. L.",E21 Person,B_refined.csv
522,Biblioceca Estense,E53 Place,gio-English_table.csv
523,Biblioteca Ambrosiana,E53 Place,gio-English_table.csv
524,Biblioteca Casanatense,E53 Place,gio-English_table.csv
525,Biblioteca Civica di Padova,E53 Place,gio-English_table.csv
526,Biblioteca Correr,E53 Place,gio-English_table.csv
527,Biblioteca Estense,E53 Place,gio-English_table.csv
528,Biblioteca Govemadva,E53 Place,gio-English_table.csv
529,Biblioteca Marucelliana,E53 Place,gio-English_table.csv
530,Biblioteca Medicea Laurenziana,E53 Place,gio-English_table.csv
531,Biblioteca Nazionale Marciana,E53 Place,gio-English_table.csv
532,Biblioteca Vallicelliana,E53 Place,gio-English_table.csv
533,Biblioteca comunale Ariostea,E53 Place,gio-English_table.csv
534,Biblioteca comunale Augusta,E53 Place,gio-English_table.csv
535,Biblioteca comunale dell'Archiginnasio,E53 Place,gio-English_table.csv
536,Bibliothèque Mazarine,E53 Place,gio-English_table.csv
537,"Biffi, Giambattista",E21 Person,B_refined.csv
538,"Bingley, Lord",E21 Person,B_refined.csv
539,Birmingham Museum and Art Gallery,E53 Place,gio-English_table.csv
540,Bishop Harold von Hocheim being invested with the princedom by the Emperor in 1163,E22 Man-Made Object,work-English_table.csv
541,Blainville,E53 Place,gio-English_table.csv
542,"Blainville, Monsieur de",E21 Person,B_refined.csv
543,Blessed Felice da Cantalice,E21 Person,name-English_table.csv
544,"Boccage, Mme de",E21 Person,B_refined.csv
545,Bologna,E53 Place,B_refined.csv
546,Bombelli Sebastiano,E21 Person,B_refined.csv
547,"Bonati, Giovanni",E21 Person,B_refined.csv
548,"Boncampagni, Ugo (Pope Gregory XIII)",E21 Person,B_refined.csv
549,Bonfiglioli collection,E22 Man-Made Object,B_refined.csv
550,"Boni, Giacomo Antonio",E21 Person,B_refined.csv
551,Bonifazio Gozzadini,E21 Person,name-English_table.csv
552,Book illustration,E28 Conceptual Object,B_refined.csv
553,Borghese Palace,E22 Man-Made Object,B_refined.csv
554,"Borghese, Camillo (Pope Paul V)",E21 Person,B_refined.csv
555,Borgo Santo Spirito,E53 Place,gio-English_table.csv
556,"Borgognone, Giacomo (Jacques Courtois)",E21 Person,B_refined.csv
557,"Borgognone, Guglielmo (Guillaume Courtois)",E21 Person,B_refined.csv
558,"Boscarati, Felice",E21 Person,B_refined.csv
559,"Boscovich, P.",E21 Person,B_refined.csv
560,"Bossuet, Jacques-Bénigne",E21 Person,B_refined.csv
561,"Bottari, Giovanni",E21 Person,B_refined.csv
562,"Bouchardon, Edmé",E21 Person,B_refined.csv
563,"Boucher, François",E21 Person,B_refined.csv
564,Bowes Museum,E53 Place,gio-English_table.csv
565,Boyle/Locke/Sydenham,E22 Man-Made Object,work-English_table.csv
566,"Bracci, Pietro",E21 Person,B_refined.csv
567,Bracciano,E53 Place,gio-English_table.csv
568,"Bracciano, Duke of",E21 Person,B_refined.csv
569,"Bracciano, Paolo Giordano I Orsini, Duke of",E21 Person,B_refined.csv
570,"Bracciano, Paolo Giordona II Orsini, Duke of",E21 Person,B_refined.csv
571,"Bramante, Donato",E21 Person,B_refined.csv
572,Bramantino,E21 Person,name-English_table.csv
573,"Bramer, Leonard",E21 Person,B_refined.csv
574,"Brand, Johannes Christian",E21 Person,B_refined.csv
575,Brenta,E53 Place,gio-English_table.csv
576,Brera,E53 Place,gio-English_table.csv
577,Brera Academy,E53 Place,gio-English_table.csv
578,"Breughel, Abram",E21 Person,B_refined.csv
579,"Breughel, Velvet",E21 Person,B_refined.csv
580,"Breuil, Toussaint du",E21 Person,B_refined.csv
581,"Breval, John",E21 Person,B_refined.csv
582,"Brienne, Lomenie de",E21 Person,B_refined.csv
583,British Isles,E53 Place,gio-English_table.csv
584,British Museum,E53 Place,gio-English_table.csv
585,Bronze Baldachin of St. Peter's Basilica,E22 Man-Made Object,work-English_table.csv
586,"Brosses, Président Charles De",E21 Person,B_refined.csv
587,Bruce Boucher,E21 Person,name-English_table.csv
588,"Brugiori, Domenico",E21 Person,B_refined.csv
589,Bruno Brunelli,E21 Person,name-English_table.csv
590,Bruno Talbot,E21 Person,T_refined.csv; name-English_table.csv
591,"Brusasorci, Felice",E21 Person,B_refined.csv
592,Brutus killing Arruns,E22 Man-Made Object,work-English_table.csv
593,"Brydges, Grey",E21 Person,B_refined.csv
594,"Brühl, Count",E21 Person,B_refined.csv
595,Buckingham Palace,E53 Place,gio-English_table.csv
596,"Buckingham, Charles Villiers, Duke of",E21 Person,B_refined.csv
597,"Buckingham, John Sheffield, Duke of",E21 Person,B_refined.csv
598,Buen Retiro Palace,E53 Place,gio-English_table.csv
599,Bulstrode Park,E53 Place,gio-English_table.csv
600,Burghley House,E53 Place,gio-English_table.csv
601,Burgundy,E53 Place,gio-English_table.csv
602,"Burlington, Lord",E21 Person,B_refined.csv
603,Bust of Carlo Antonio del Pozzo,E22 Man-Made Object,work-English_table.csv
604,Bust of Democritus,E22 Man-Made Object,work-English_table.csv
605,Bust of Epicurus,E22 Man-Made Object,work-English_table.csv
606,Bust of Francis Bacon,E22 Man-Made Object,work-English_table.csv
607,Bust of Louis XIV,E22 Man-Made Object,work-English_table.csv
608,Bust of Paolo Renier,E22 Man-Made Object,work-English_table.csv
609,Bust of Phocion,E22 Man-Made Object,work-English_table.csv
610,Bust of Thomas Baker,E22 Man-Made Object,work-English_table.csv
611,"Byng, Admiral",E21 Person,B_refined.csv
612,Ca' Foscari,E53 Place,gio-English_table.csv
613,Ca' Foscari University of Venice,E53 Place,gio-English_table.csv
614,Ca' Pesaro,E53 Place,gio-English_table.csv
615,Ca' Rezzonico,E53 Place,gio-English_table.csv
616,Ca' Sagredo,E53 Place,gio-English_table.csv
617,Ca' Vendramin Calergi,E53 Place,gio-English_table.csv
618,"Cadani, Stefano",E21 Person,C_refined.csv
619,Cadogan,E21 Person,C_refined.csv; work-English_table.csv
620,Caesar Augustus,E21 Person,name-English_table.csv
621,Caesar Baronius,E21 Person,name-English_table.csv
622,Caesar Giving Cleopatra the Throne of Egypt,E22 Man-Made Object,work-English_table.csv
623,Caesar and the Corsairs of Cilicia,E22 Man-Made Object,work-English_table.csv
624,Caiano Ferdinand,E21 Person,name-English_table.csv
625,Caime,E21 Person,C_refined.csv
626,Cain and Abel,E22 Man-Made Object,work-English_table.csv
627,Calabrian national church,E53 Place,gio-English_table.csv
628,Cambridgeshire,E53 Place,gio-English_table.csv
629,"Camerata, Giuseppe",E21 Person,C_refined.csv
630,"Camerino, Giovanni Angelo da",E21 Person,C_refined.csv
631,Camille Delivers the Schoolmaster of Falerii to His Pupils,E22 Man-Made Object,work-English_table.csv
632,Camillo Astalli,E21 Person,name-English_table.csv
633,Camillo Borghese,E21 Person,name-English_table.csv
634,Camillo Francesco Maria Pamphili,E21 Person,name-English_table.csv
635,Camillo Gavassetti,E21 Person,name-English_table.csv
636,Camillo Rospigliosi,E21 Person,Q-R_refined.csv; name-English_table.csv
637,Campagna,E53 Place,gio-English_table.csv
638,Campania,E53 Place,gio-English_table.csv
639,Campo Marzio,E53 Place,gio-English_table.csv
640,Campo Santa Sofia,E53 Place,gio-English_table.csv
641,Campo di Rialto,E53 Place,gio-English_table.csv
642,Campo santo,E53 Place,gio-English_table.csv
643,"Canal, Gerolamo",E21 Person,C_refined.csv
644,"Canale, Procuratore",E21 Person,C_refined.csv
645,Canaletto,E21 Person,C_refined.csv
646,Candiani,E21 Person,C_refined.csv
647,Cannaregio,E53 Place,gio-English_table.csv
648,Canons (Duke of Chandos),E53 Place,C_refined.csv
649,Canons Ashby House,E53 Place,gio-English_table.csv
650,Canossa,E53 Place,gio-English_table.csv
651,Capitol Records,E53 Place,gio-English_table.csv
652,Capitoline Museums,E53 Place,gio-English_table.csv
653,Cappella Colleoni,E53 Place,gio-English_table.csv
654,Cappella della Purità,E53 Place,gio-English_table.csv
655,"Caprara, Marshal",E21 Person,C_refined.csv
656,Caprizi Copiosi di Figure,E22 Man-Made Object,work-English_table.csv
657,Capuchin church in Rome,E53 Place,gio-English_table.csv
658,Capuchins,E74 Group,C_refined.csv
659,"Caraboli, Giacomo",E21 Person,C_refined.csv
660,"Carandini, Count Camillo",E21 Person,C_refined.csv
661,"Carandini, Marchesa Elisa",E22 Man-Made Object,C_refined.csv
662,"Caravaggio, Michelangelo da",E21 Person,C_refined.csv
663,Carcassonne,E53 Place,gio-English_table.csv
664,Cardinal Antonio Barberini,E22 Man-Made Object,work-English_table.csv
665,Cardinal Bentivoglio,E22 Man-Made Object,work-English_table.csv
666,Cardinal Francesco Barberini,E22 Man-Made Object,work-English_table.csv
667,Cardinal Mazarin in His Gallery,E22 Man-Made Object,work-English_table.csv
668,Cardinal Scipione Borghese,E22 Man-Made Object,work-English_table.csv
669,Caricature of Cassiano dal Pozzo,E22 Man-Made Object,work-English_table.csv
670,Carinthia,E53 Place,gio-English_table.csv
671,Carita,E53 Place,gio-English_table.csv
672,Carita Romana,E22 Man-Made Object,work-English_table.csv
673,Carità,E53 Place,gio-English_table.csv
674,Carl Bildt,E21 Person,name-English_table.csv
675,Carl Gustaf Tessin,E21 Person,name-English_table.csv
676,Carl XII,E21 Person,name-English_table.csv
677,Carlantonio Pilati,E21 Person,name-English_table.csv
678,"Carlisle, Earl of",E21 Person,C_refined.csv
679,Carlo Ademollo,E21 Person,name-English_table.csv
680,Carlo Antonio Marin,E21 Person,name-English_table.csv
681,Carlo Antonio Rambaldi,E21 Person,Q-R_refined.csv; name-English_table.csv
682,Carlo Antonio dal Pozzo,E21 Person,P_refined.csv; name-English_table.csv
683,Carlo Baccinelli,E21 Person,name-English_table.csv
684,Carlo Barberini,E21 Person,name-English_table.csv
685,Carlo Bricarelli,E21 Person,name-English_table.csv
686,Carlo Camillo II Massimo,E21 Person,name-English_table.csv
687,Carlo Carlone,E21 Person,C_refined.csv; name-English_table.csv
688,Carlo Ceresa,E21 Person,C_refined.csv; name-English_table.csv
689,Carlo Cesare Malvasia,E21 Person,M_refined.csv; name-English_table.csv
690,Carlo Cignani,E21 Person,C_refined.csv; name-English_table.csv
691,Carlo Cordellina,E21 Person,C_refined.csv; name-English_table.csv
692,Carlo Denina,E21 Person,name-English_table.csv
693,Carlo Dolci,E21 Person,D_refined.csv; name-English_table.csv
694,Carlo Emanuele I,E21 Person,name-English_table.csv
695,Carlo Fontana,E21 Person,F_refined.csv; name-English_table.csv
696,Carlo Galassi Paluzzi,E21 Person,name-English_table.csv
697,Carlo Giuseppe Ratti,E21 Person,name-English_table.csv
698,Carlo Goldoni,E21 Person,G_refined.csv; name-English_table.csv
699,Carlo Gozzi,E21 Person,G_refined.csv; name-English_table.csv
700,Carlo Grimaldo,E21 Person,name-English_table.csv
701,Carlo Lodoli,E21 Person,name-English_table.csv
702,Carlo M. Cipolla,E21 Person,name-English_table.csv
703,Carlo Maderno,E21 Person,M_refined.csv; name-English_table.csv
704,Carlo Maratti,E21 Person,name-English_table.csv
705,Carlo Quarismini,E21 Person,name-English_table.csv
706,Carlo Rainaldi,E21 Person,Q-R_refined.csv; name-English_table.csv
707,Carlo Rezzonico,E21 Person,name-English_table.csv
708,Carlo Ridolfi,E21 Person,Q-R_refined.csv; name-English_table.csv
709,Carlo Roberto Dati,E21 Person,name-English_table.csv
710,Carlo Saraceni,E21 Person,S_refined.csv; name-English_table.csv
711,"Carlone, Gianandrea",E21 Person,C_refined.csv
712,Carlos da Silva Tarouca,E21 Person,name-English_table.csv
713,Carmelitani Scalzi,E21 Person,name-English_table.csv
714,Carmelites,E74 Group,C_refined.csv; gio-English_table.csv
715,Carmini,E53 Place,gio-English_table.csv
716,Carolus Borromeuskerk,E53 Place,gio-English_table.csv
717,"Carpegna, Count",E21 Person,C_refined.csv
718,"Carpio, Marchese Del",E22 Man-Made Object,C_refined.csv
719,"Carpioni, Giulio",E21 Person,C_refined.csv
720,Carpoforo Tencalla,E21 Person,name-English_table.csv
721,Carro Della Notte,E22 Man-Made Object,work-English_table.csv
722,"Cars, Laurence",E21 Person,C_refined.csv
723,Carthage,E53 Place,gio-English_table.csv
724,Carthusian Order,E53 Place,gio-English_table.csv
725,Casa Soster,E53 Place,gio-English_table.csv
726,"Casanova de Seingalt, Jacques",E21 Person,C_refined.csv
727,Cascata delle Marmore,E53 Place,gio-English_table.csv
728,Cassiano dal Pozzo,E21 Person,P_refined.csv; name-English_table.csv
729,Castel Cogolo,E53 Place,gio-English_table.csv
730,Castel Fusano,E53 Place,gio-English_table.csv
731,Castel Gandolfo,E53 Place,gio-English_table.csv; work-English_table.csv
732,Castello Sfarzesco,E53 Place,gio-English_table.csv
733,"Castiglione, Giovanni Benedetto",E21 Person,C_refined.csv
734,Castle Howard,E53 Place,gio-English_table.csv
735,Castle of Cogolo,E22 Man-Made Object,work-English_table.csv
736,Castle of Rivoli,E53 Place,gio-English_table.csv
737,Castro,E53 Place,gio-English_table.csv
738,"Castro, First and Second Wars of",E5 Event,C_refined.csv
739,"Castro, Jacomo di",E21 Person,C_refined.csv
740,Catalonia,E53 Place,gio-English_table.csv
741,Caterina Dolfin,E21 Person,D_refined.csv; name-English_table.csv
742,Caterina Sagredo Barbarigo,E21 Person,name-English_table.csv
